ID,Date,JobTitle,PostTitle,Pros,Cons,EmploymentStatus,Location,OverallRating,BenefitsRating,CareerOpportunityRating,SeniorManagementRating,WorkEnvironmentRating,WorkLifeBalanceRating,DiversityRating
347565,2015-09-24T22:25:36Z,Home Loan Service Consultant,Would do it again,Career progression is awesome can't fault it,Different management styles so was unable to stay with the bank and was pretty much forced in to resigning,former employee,"Brisbane, Queensland, Australia",5,5,5,1,5,5,5
360100,2015-09-24T22:05:01Z,Customer Assist Officer,I very much enjoyed working with CBA and would recommend them to anyone.,Vast range of opportunities. High pay.,"Large corporation environment (not very personal). Promotion based on qualification, not ability.",former employee,"Parramatta, New South Wales, Australia",5,4,4,3,4,5,4
361215,2015-09-24T21:36:38Z,Customer Service Representative,Challenging but also rewarding,Meeting new people everyday,Being put under pressure,former employee,"Gold Coast, Queensland, Australia",3,2,3,3,3,3,5
356345,2015-09-24T20:28:28Z,Manager Human Resources,Had a great 15 years!,Great pay!,Sales targets. Upset customers. Always looking for ways to better the clients experience with the Bank.,former employee,"Hurstville, New South Wales, Australia",4,4,4,4,4,4,5
342182,2015-09-24T14:16:22Z,Senior Systems Analyst,Opportunities to be better has always been what I love about working for the bank.,There is always an opportunity to move around the company.,You really need to work hard to stand out and to be recognized as it is a pretty large company to work for.,current employee,"Sydney, New South Wales, Australia",5,4,4,4,4,5,4
341591,2015-09-24T13:43:00Z,Customer Service,I love going to work on Mondays if that makes sense,Great people to work with... Work is fun and team work.. No drama business,There is none.. They train you properly for the job and gives updates on company's COD and all.. Possible thee best bank to work with in Sydney.,former employee,,5,5,5,5,5,5,5
344869,2015-09-24T13:42:46Z,Customer Service Rep (Teller),I had my hours cut to nothing (literally) with no work for 4 months.,My collegues,"Sales focussed (pushy), no hours with no notice/negotiation.",former employee,"Albany, Western Australia, Australia",1,4,1,2,2,1,1
341191,2015-09-24T13:39:22Z,Senior Manager Finance,"A well run organisation, which in spite of its size, is agile and opportunities exist for individuals to make a difference",Good management team / business leaders; Excellent office environment,Understanding / awareness of stakeholders given the size of the organisation,former employee,"Sydney, New South Wales, Australia",4,3,3,4,5,4,4
345281,2015-09-24T13:16:21Z,Agri-Business Banker,A large corporate entity who treat you like family.,Fantastic culture,Dealing with back office departments who you don't have customer expectations to meet.,current employee,"Parramatta, New South Wales, Australia",5,4,5,5,4,5,4
326988,2015-09-24T12:36:30Z,Customer Service Specialist,I enjoyed working with CBA but had to leave because I wanted to work full time and there wasn't any F/T positions available in my area.,Great team environment and good work life balance.,Sales and KPI's.,former employee,"Victoria, Australia",5,3,3,4,5,5,5
331480,2015-09-24T12:04:30Z,QA Test Analyst,Great!,"Great technology, great environment, many talent people",Project timeline,former employee,"Sydney Olympic Park, New South Wales, Australia",4,4,4,3,4,2,5
328619,2015-09-24T11:44:19Z,Product Designer,Very exhausting,Talented people working there,Reporting to managers who aren't properly qualified to lead a team.,former employee,"Sydney, New South Wales, Australia",3,3,4,1,3,4,2
335218,2015-09-24T11:30:38Z,I Had Many Job Titles.,A great place to work.,Good enviroment and great team members. I had a great relationship with my customers. The workplace is modern and clean. Great comfortable uniform.,Not being able to leave until all tellers have balanced and all work completed.,former employee,,4,5,5,4,4,5,5
319602,2015-09-24T11:28:17Z,Customer Service Specialist,It was a great place to work with lots of challenges and pressure,Provide very good on the job training.,Tagging every single customer that walked in to the branch and convert it into a sale and be accessed based on the targets met.,former employee,"Sydney, New South Wales, Australia",4,4,4,4,4,4,4
331144,2015-09-24T11:25:36Z,Concierge,Good,"High volume of Experience 
Also get you certificate 111 in financial services.",Very challenging but also gives you alot of experience.,former employee,"Darwin, Northern Territory, Australia",4,3,3,4,3,3,3
306237,2015-09-24T11:22:32Z,Customer Support Assistant,Was a great company to work for. Had a great team!,Flexible and a great environment to work in,Moving from branch to corporate,former employee,"Brisbane, Queensland, Australia",5,3,4,4,4,4,5
289689,2015-09-24T11:21:59Z,Credit Card Specialist,Rewarding yet no progression.,The benefits,"Hours worked (weekend)
No progression
Micro management",current employee,"Melbourne, Victoria, Australia",4,5,1,2,3,3,3
323114,2015-09-24T11:20:09Z,Project Manager,Chaotic,"Huge organisation, opportunities to move","Complex structure, incapable leaders, bad politics and beaurocrat",current employee,"Sydney, New South Wales, Australia",3,3,3,3,3,3,3
338936,2015-09-24T11:10:28Z,Manager,Very fulfilling,Family/work life balance opportunities even in management,Staffing and occasionally the public!!,current employee,Country Victoria,5,5,5,5,5,5,5
323864,2015-09-24T11:06:14Z,Mortgage Services Specialist,Challenging but deserving,"Great experienced team leaders, professional environment, great stepping stone for career progression. Awesome benefits","Requesting for a pay increase, maybe trying to apply for roles within the bank to gain more skills.",former employee,"Parramatta, New South Wales, Australia",4,4,4,3,4,5,3
312396,2015-09-24T11:00:18Z,CSR,"Made some great lifelong friends while working there, would not recommend a friend to apply.",Great system and banking platform. Great products.,Targets and Kpi's not realistic.,former employee,"Townsville City, Queensland, Australia",2,3,3,2,3,3,2
319514,2015-09-24T10:47:33Z,Senior Marketing Manager,Great place to work.,Work life balance. Activity base working.,Getting things done quickly.,former employee,,5,5,5,5,5,5,5
332966,2015-09-24T10:36:46Z,Strategic Wa Retail HR Advisor,Great team and company to work for.,The family based environment with innovative development opportunities.,Can't think of any,former employee,"Perth, Western Australia, Australia",5,5,5,4,4,4,5
249823,2015-09-24T10:28:52Z,Sales And Customer Service Representative,"Great company to work for, if your manager is good.","Great hours, Good conditions.",Very poor management,current employee,"Castlemaine, Victoria, Australia",3,4,4,1,4,4,4
288649,2015-09-24T10:25:09Z,Pre Credit Officer,It was an interesting chapter in my life.,No bank fees,High expectations for average wage.,former employee,"Melbourne, Victoria, Australia",3,3,3,2,3,3,2
322806,2015-09-24T10:18:41Z,2ic Customer Service Specilist,After 7 years my dr said if i wanted to live a long life i needed to leave,Discount on interest rates,No flexibility and women penalised for taking mateenity leave,former employee,"Parkes, New South Wales, Australia",1,5,1,1,1,2,1
314964,2015-09-24T10:15:41Z,Senior Technical Business Analyst,Great place to get some experience but the remuneration is poor.,Technologically advanced,Switching roles and moving within the bank,former employee,"Sydney Olympic Park, New South Wales, Australia",2,1,1,1,3,2,4
313046,2015-09-24T10:13:40Z,Customer Service Specialist,Stressful and short lived,Great training before you go to a branch. Free uniform.,Minimal to no support once in branch. Push to make sales.,former employee,"Perth, Western Australia, Australia",2,2,3,1,2,2,3
319944,2015-09-24T10:10:37Z,Contact Services Officer,Great team environment with a lot of fun people.,Great environment and plenty of perks. Great banking benefits.,High call volumes.,current employee,"Melbourne, Victoria, Australia",4,5,4,5,4,4,5
335401,2015-09-24T10:01:04Z,Executive Assistant,A valuable employer caring for its employees,Care for employees health and safety,Training and further development,former employee,"Sydney, New South Wales, Australia",5,5,5,4,5,5,5
324592,2015-09-24T10:00:12Z,BSC Associate,A journey ended with experience,"Flexible hours, a mix of colleagues from all different backgrounds",Learning a lot of procedures,former employee,,3,3,3,3,3,3,4
319448,2015-09-24T09:54:27Z,Relationship Manager Business Banking.,For me it has been great as I've gotten use to their way and I have learned how to play their game,Good culture,Pushy sales,former employee,"Perth, Western Australia, Australia",5,3,5,2,5,5,5
316714,2015-09-24T09:49:49Z,Analyst,A lot of passing the buck,Tasks well defined,"A lot of finger pointing
Passing the buck, blaming
Treat employees badly",former employee,"Sydney, New South Wales, Australia",4,4,2,2,5,2,5
319668,2015-09-24T09:46:37Z,Customer Service,"A great place to work at, you forget how lucky you are.",They are understanding and you have opportunities.,Striving for targets,former employee,,5,4,5,4,4,5,5
317032,2015-09-24T09:32:42Z,Customer Service Assistant,Working for CBA was a fantastic career move for me!,"For my qualifications, my pay is excellent!!! They are accommodating and understanding of parents!
Safe environment to work in!",Not a fan of the 'sales' side! Don't like standing all day either.,current employee,"Brisbane, Queensland, Australia",4,5,4,4,4,4,5
337215,2015-09-24T09:13:30Z,Mortgage Lending Manager,A great place to work with ongoing support for career development,The people you engage with,Good work life balance but could be improved,former employee,"Melbourne, Victoria, Australia",5,4,5,4,5,4,5
322538,2015-09-24T09:10:34Z,Integration Architect,Well I have done integration and I have done integration solutions in cba,"Great facility, highly skilled people, work on latest technologies, nice environment","I don't see any , but may depend on individual experiences",current employee,"Sydney, New South Wales, Australia",4,4,4,4,4,4,4
308482,2015-09-24T09:09:33Z,Customer Service Specialist,"All in the hand of your manager, some manager are good with development but if you have a bad one, forget it",Learn about different aspects of banking,Increasing and demanding targets that are unrealistic,current employee,"Fairfield Heights, New South Wales, Australia",3,3,3,2,3,3,3
